"ID","Clee","Nombre de la Unidad Económica","Razón social","Código de la clase de actividad SCIAN","Nombre de clase de la actividad","Descripcion estrato personal ocupado","Tipo de vialidad","Nombre de la vialidad","Tipo de entre vialidad 1","Nombre de entre vialidad 1","Tipo de entre vialidad 2","Nombre de entre vialidad 2","Tipo de entre vialidad 3","Nombre de entre vialidad 3","Número exterior o kilómetro","Letra exterior","Edificio","Edificio Piso","Número interior","Letra interior","Tipo de asentamiento humano","Nombre de asentamiento humano","Tipo centro comercial","Corredor industrial, centro comercial o mercado público","Número de local","Código Postal","Clave entidad","Entidad federativa","Clave municipio","Municipio","Clave localidad","Localidad","Área geoestadística básica ","Manzana","Número de teléfono","Correo electrónico","Sitio en Internet","Tipo de establecimiento","Latitud","Longitud","Fecha de incorporación al DENUE"
"7754018","13075722513000271000000000U3","BARBACOA",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","JOSE MARIA MORELOS","CALLE","CALLE DE LA REFORMA","CALLE","NIÑOS HEROES","AVENIDA","MIGUEL HIDALGO",,"SN",,,,,"COLONIA","CENTRO",,,,"43860","13","HIDALGO","075","Tolcayuca","0001","Tolcayuca","0051","010",,,,"Fijo","19.95732353","-98.91934336999999","2019-11"
"1522859","13030722219002112000000000U6","BARBACOA",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","AVENIDA","ALLENDE","CALLE","OCTAVIO PAZ","CARRETERA","HIDALGO","CALLEJON","PRIMER MANUEL DOBLADO",,"SN",,,,,"BARRIO","SAN NICOLAS",,,,"42300","13","HIDALGO","030","Ixmiquilpan","0001","Ixmiquilpan","0172","009",,,,"Fijo","20.504397","-99.21517003","2010-07"
"7789311","13029722513000241000000000U3","BARBACOA",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CARRETERA","HUICHAPAN-IXMIQUILPAN","CALLE","ABASOLO NORTE","CALLEJON","DE LA VICTORIA","CERRADA","NINGUNO",,"SN",,,,,"BARRIO","SAN MATEO",,,,"42400","13","HIDALGO","029","Huichapan","0001","Huichapan","010A","001",,,,"Fijo","20.38301339","-99.64867392","2019-11"
"1518624","13037722219000071000000000U1","BARBACOA",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALZADA","A SAN JUAN","AVENIDA","HIDALGO","CALLE","PATRIOTISMO","CALZADA","A SAN JUAN","0","SN",,,"0",,"BARRIO","CENTRO",,,,"43350","13","HIDALGO","037","Metztitlán","0001","Metztitlán","0192","010",,,,"Fijo","20.59224475","-98.76319192","2010-07"
"1566499","13076722513000301000000000U6","BARBACOA  LA  AZTECA",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","TULA-TEPEJI (AVENIDA UNIVERSIDAD)","CALLE","NINGUNO","CALLE","RIO LERMA","CALLE","RÍO NAZAS",,"SN",,,,,"COLONIA","EL CARMEN",,,,"42830","13","HIDALGO","076","Tula de Allende","0022","San Marcos","0059","003",,,,"Fijo","20.02884336","-99.3429322","2014-12"
"8819654","13056722513000411000000000U5","BARBACOA A PIE DE HORNO FAMILIA MORENO NERI",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","BOSQUES DE CHAPULTEPEC","CALLE","BOSQUES DEL PEDREGAL","CALLE","CEDRO","CALLE","BOSQUES DEL CHICO","7",,,,,,"UNIDAD HABITACIONAL","BOSQUES DE SANTIAGO",,,,"43774","13","HIDALGO","056","Santiago Tulantepec de Lugo Guerrero","0036","Unidades Habitacionales","0272","017","7757585790",,,"Fijo","20.06297006","-98.41858763","2019-11"
"8544078","13048722513004441000000000U5","BARBACOA ADAN GARCIA",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","PUERTO PROGRESO",,"NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","26",,,,,,"FRACCIONAMIENTO","EL PALMAR",,,,"42088","13","HIDALGO","048","Pachuca de Soto","0001","Pachuca de Soto","1052","044",,,,"Fijo","20.10944431","-98.77194716","2019-11"
"8017074","13030722513001381000000000U4","BARBACOA ALVARITOS",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","AVENIDA","HIDALGO",,"NINGUNO","CALLE","NINGUNO","CALLE","TRINIDAD MORENO",,"SN",,,,"B","BARRIO","SAN ANTONIO",,,,"42300","13","HIDALGO","030","Ixmiquilpan","0001","Ixmiquilpan","0242","066",,,,"Fijo","20.49411427","-99.21500499","2019-11"
"8017775","13030722513001641000000000U1","BARBACOA ALVARITOS",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","JESUS DEL ROSAL","CALLE","ÁLVARO OBREGON","CALLE","CECILIO RAMIREZ","CALLE","CECILIO RAMÍREZ",,"SN","MERCADO PUBLICO","PLANTA BAJA","266",,"BARRIO","SAN ANTONIO","MERCADO PUBLICO","MERCADO MORELOS","266","42300","13","HIDALGO","030","Ixmiquilpan","0001","Ixmiquilpan","0204","009",,,,"Fijo","20.48456509","-99.21689825","2019-11"
"7997101","13030722513001671000000000U8","BARBACOA ALVARITOS COMEDOR",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","JESUS DEL ROSAL","CALLE","ÁLVARO OBREGON","CALLE","CECILIO RAMIREZ","CALLE","JESÚS DEL ROSAL",,"SN","MERCADO PUBLICO","PLANTA BAJA","265",,"BARRIO","SAN ANTONIO","MERCADO PUBLICO","MERCADO MORELOS","265","42300","13","HIDALGO","030","Ixmiquilpan","0001","Ixmiquilpan","0204","009",,,,"Fijo","20.48456509","-99.21689825","2019-11"
"1529130","13048722219001471001000000U9","BARBACOA CABAÑAS",,"722513","Restaurantes con servicio de preparación de antojitos","11 a 30 personas","CALLE","VICENTE GUERRERO","CALLE","NICOLAS ROMERO","CALLE","NICOLAS FLORES","CALLE","NINGUNO","1000",,"MERCADO PUBLICO","PLANTA BAJA",,,"COLONIA","CENTRO","MERCADO PUBLICO","MERCADO BARRETEROS","39  40","42000","13","HIDALGO","048","Pachuca de Soto","0001","Pachuca de Soto","0139","029",,,,"Semifijo","20.12579746","-98.73429226","2010-07"
"1624234","13048722219006191001000000U8","BARBACOA CABAÑAS",,"722513","Restaurantes con servicio de preparación de antojitos","11 a 30 personas","CARRETERA","FEDERAL MEXICO-LAREDO","CALLE","VICENTE SUAREZ","CALLE","MIGUEL HIDALGO","CALLE","VICENTE SUÁREZ",,"SN",,,,,"LOCALIDAD","SANTIAGO TLAPACOYA",,,,"42110","13","HIDALGO","048","Pachuca de Soto","0158","Santiago Tlapacoya","2686","024","7715671389",,,"Fijo","20.11515364","-98.82377033","2010-07"
"1559744","13051722513001512001000000U0","BARBACOA CAMPERO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CIRCUITO","LA PROVIDENCIA","CALLE","SAN BASILIO","AVENIDA","CECILIA","CALLE","SANTA ANA",,"SN",,,,,"FRACCIONAMIENTO","LA PROVIDENCIA SIGLO XXI",,,,"42186","13","HIDALGO","051","Mineral de la Reforma","0027","La Providencia Siglo XXI","0670","007","7711723185",,,"Fijo","20.05980249","-98.72121212","2014-12"
"1621503","13048722219002251000000000U4","BARBACOA CAMPERO S",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","AVENIDA","PIRACANTOS","CALLE","MINA LA PURISIMA","CALLE","MINA SAN JUAN","CALLE","NINGUNO","98",,"MERCADO PUBLICO","PLANTA BAJA","30",,"FRACCIONAMIENTO","PIRACANTOS","MERCADO PUBLICO","LAS FUENTES","30","42088","13","HIDALGO","048","Pachuca de Soto","0001","Pachuca de Soto","0478","008",,"CAMPEROSTELLEZ@OUTLOOK.COM",,"Fijo","20.11975803","-98.77458109","2010-07"
"1579344","13061722513000051001000000U9","BARBACOA CHANOS",,"722513","Restaurantes con servicio de preparación de antojitos","6 a 10 personas","CALLE","NICOLAS ROMERO","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","NINGUNO","3",,,,,"1","COLONIA","LEGASPI",,,,"43990","13","HIDALGO","061","Tepeapulco","0002","Fray Bernardino de Sahagún (Ciudad Sahagún)","0501","005",,,,"Fijo","19.77256693","-98.58058563","2014-12"
"7206384","13016722513000561000000000U1","BARBACOA CHAVE",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","VENUSTIANO CARRANZA","CALLE","CORREGIDORA","CALLE","NICANOR GUZMAN","PRIVADA","ORIENTE","65",,,,"0",,"COLONIA","CENTRO",,,,"43740","13","HIDALGO","016","Cuautepec de Hinojosa","0001","Cuautepec","0065","026",,,,"Fijo","20.03503768","-98.3083776","2019-11"
"8284884","13039722513000501000000000U9","BARBACOA CHILO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","AHUIZOTE","CALLE","JIMENEZ","CALLE","NINGUNO","CALLE","NINGUNO",,"SN","MERCADO PUBLICO","PISO 1",,,"BARRIO","SAN IGNACIO","MERCADO PUBLICO","MERCADO CAMERINO Z. MENDOZA","SN","42130","13","HIDALGO","039","Mineral del Monte","0001","Mineral del Monte","0125","012",,,,"Fijo","20.1382315","-98.67329073","2019-11"
"1619647","13066722219000302001000000U9","BARBACOA CHIMINO","BARBACOA CHIMINO ","722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","AVENIDA","5 DE MAYO","AVENIDA","BELISARIO DOMINGUEZ","AVENIDA","CENTENARIO NORTE","CALLE","REFORMA","19",,,,"0",,"COLONIA","VILLA DE TEZONTEPEC CENTRO",,,,"43880","13","HIDALGO","066","Villa de Tezontepec","0001","Tezontepec","0029","021","7437410290",,,"Fijo","19.88206888","-98.819656","2010-07"
"7919808","13061722513000652000000000U4","BARBACOA CHUCHO",,"722513","Restaurantes con servicio de preparación de antojitos","6 a 10 personas","CALLE","ANDRES QUINTANA ROO","CALLE","JUAN GARAY (CERRADA DEL FACTOR)","CALLE","DEL FACTOR","CALLE","JUAN GARAY (CERRADA DEL FACTOR)","72",,,,"0",,"COLONIA","18 DE MARZO",,,,"43993","13","HIDALGO","061","Tepeapulco","0001","Tepeapulco","0357","049",,,,"Fijo","19.79162384","-98.55822209","2019-11"
"1613471","13061722219000821000000000U9","BARBACOA CHUCHO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","GUILLERMO PRIETO","AVENIDA","GENERAL FELIPE ÁNGELES","AVENIDA","CUAUHTEMOC","CALLE","FERNANDO SOTO",,"SN",,,,,"COLONIA","CENTRO",,,,"43970","13","HIDALGO","061","Tepeapulco","0001","Tepeapulco","0357","028",,,,"Fijo","19.78746683","-98.55299385","2010-07"
"7362961","13077722513003911000000000U7","BARBACOA CHUCHO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CIRCUITO","CHAPULTEPEC","CALLE","LOS PIRULES","CALLE","CEDROS","CALLE","CHAPULTEPEC",,"SN",,,,,"COLONIA","LA CRUZ",,,,"43706","13","HIDALGO","077","Tulancingo de Bravo","0001","Tulancingo","0287","055",,,,"Fijo","20.08856472","-98.34922726","2019-11"
"1517080","13018722219000151000000000U1","BARBACOA DE BORREGO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","FRANCISCO SARABIA","CALLE","NICOLAS FLORES","CALLE","5 DE MAYO","CALLE","5 DE MAYO","28",,,,"0",,"BARRIO","EL CARACOL",,,,"42280","13","HIDALGO","018","Chapulhuacán","0001","Chapulhuacán","0055","027",,,,"Fijo","21.1535786","-98.90385135","2010-07"
"1545250","13028722513000631000000000U7","BARBACOA DE BORREGO EL PICOSITO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","AVENIDA","JUAREZ","CERRADA","SEGUNDA CERRADA DE LA JUAREZ","CERRADA","PRIMERA CERRADA DE LA JUAREZ","CALLE","ALLENDE",,"SN",,,,,"COLONIA","JUAREZ",,,,"43000","13","HIDALGO","028","Huejutla de Reyes","0001","Huejutla de Reyes","0259","024",,,,"Semifijo","21.14619004","-98.41919409","2014-12"
"8284461","13028722513000961000000000U8","BARBACOA DE BORREGO EL RANCHO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","GENERALES AZUARA",,"NINGUNO",,"NINGUNO",,"NINGUNO","0","SN",,,"0",,"COLONIA","5 DE MAYO",,,,"43000","13","HIDALGO","028","Huejutla de Reyes","0001","Huejutla de Reyes","0259","018",,,,"Fijo","21.13904006","-98.41739193","2019-11"
"1520957","13084722513000021000000000U4","BARBACOA DE BORREGO ZULY",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","ANDADOR","HIDALGO","CALLE","JESUS GARCIA","CALLE","SANTOS DEGOLLADO","CALLE","COMONFORT",,"SN",,,,,"COLONIA","CENTRO",,,,"42330","13","HIDALGO","084","Zimapán","0001","Zimapán","0099","015",,,,"Fijo","20.73640507","-99.38233374","2010-07"
"1608286","13023722212000021000000000U9","BARBACOA DE CARNERO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","31 DE MAYO","PRIVADA","NINGUNO","PRIVADA","NINGUNO","CALLE","31 DE MAYO",,"SN","MERCADO PUBLICO","PLANTA BAJA","84",,"LOCALIDAD","TEPATEPEC CENTRO","MERCADO PUBLICO","PLAZA COMERCIAL TEPATEPEC","84","42660","13","HIDALGO","023","Francisco I. Madero","0001","Tepatepec","0040","006",,,,"Fijo","20.24476062","-99.0899522","2010-07"
"8477532","13077722513003171000000000U8","BARBACOA DE DON PACO AMADOR",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","22 DE MAYO","CALLE","NINGUNO","CALLE","31 DE MARZO","CALLE","NINGUNO",,"SN",,,,,"COLONIA","LA MORENA",,,,"43625","13","HIDALGO","077","Tulancingo de Bravo","0001","Tulancingo","0484","032",,,,"Fijo","20.0928889","-98.37385996","2019-11"
"1609910","13050722212000311000000000U9","BARBACOA DE POLLO",,"722517","Restaurantes con servicio de preparación de pizzas, hamburguesas, hot dogs y pollos rostizados para llevar","0 a 5 personas","CALLE","AQUILES SERDAN","CALLE","PLAZA CONSTITUCION","CALLE","REVOLUCION","CALLE","FERROCARRIL NORTE",,"SN","MERCADO PUBLICO","PLANTA BAJA",,,"COLONIA","PROGRESO DE OBREGON CENTRO","MERCADO PUBLICO","MERCADO PROGRESO","18","42730","13","HIDALGO","050","Progreso de Obregón","0001","Progreso de Obregón","0048","014",,,,"Fijo","20.24779054","-99.18897593","2010-07"
"7805968","13019722513000051000000000U7","BARBACOA DE POLLO SIN NOMBRE",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","GUILLERMO PRIETO","CALLE","5 DE FEBRERO",,"NINGUNO",,"NINGUNO",,"SN",,,,,"BARRIO","PEDREGALITO",,,,"42750","13","HIDALGO","019","Chilcuautla","0001","Chilcuautla","0048","002",,,,"Fijo","20.33086246","-99.22615297","2019-11"
"1523801","13030722219000021010000000U1","BARBACOA DE POLLO SOLEDAD",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","JESUS DEL ROSAL","CALLE","ÁLVARO OBREGON","CALLE","CECILIO RAMIREZ","CALLE","JESÚS DEL ROSAL",,"SN","MERCADO PUBLICO","PLANTA BAJA","156",,"BARRIO","SAN ANTONIO","MERCADO PUBLICO","MERCADO MORELOS","156","42300","13","HIDALGO","030","Ixmiquilpan","0001","Ixmiquilpan","0204","009",,,,"Fijo","20.48456509","-99.21689825","2010-07"
"1609964","13050722219000131000000000U6","BARBACOA DE PROGRESO EL GALLO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","AQUILES SERDAN","CALLE","PLAZA CONSTITUCION","CALLE","REVOLUCION","CALLE","FERROCARRIL NORTE",,"SN","MERCADO PUBLICO","PLANTA BAJA",,,"COLONIA","CENTRO","MERCADO PUBLICO","MERCADO PROGRESO","50","42730","13","HIDALGO","050","Progreso de Obregón","0001","Progreso de Obregón","0048","014",,,,"Semifijo","20.24779054","-99.18897593","2010-07"
"7919857","13061722513000661000000000U5","BARBACOA DE TULTENCO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","AVENIDA","GENERAL FELIPE ANGELES","CALLE","NINGUNO","CALLE","NINGUNO","CALLE","DEL FACTOR","6",,,,"0",,"COLONIA","18 DE MARZO",,,,"43992","13","HIDALGO","061","Tepeapulco","0001","Tepeapulco","0304","020","7751356146",,,"Fijo","19.79000228","-98.55571466","2019-11"
"1573690","13066722219000271000000000U6","BARBACOA DEL VALLE",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CERRADA","NINGUNO","AVENIDA","BELISARIO DOMINGUEZ","CALLE","ANTIGUO CAMINO A ZAPOTLAN","CALLE","SIN REFERENCIA","52",,,,,,"COLONIA","CENTRO",,,,"43880","13","HIDALGO","066","Villa de Tezontepec","0001","Tezontepec","0137","013",,,,"Fijo","19.8845193","-98.82421388","2010-07"
"7175087","13076722513001091000000000U2","BARBACOA DON ADAN",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","LIBERACION NACIONAL","CALLE","GENERAL VENUSTIANO CARRANZA","CALLE","GENERAL FRANCISCO VILLA","CALLE","GENERAL VENUSTIANO CARRANZA","30",,,,,,"COLONIA","EL LLANO PRIMERA SECCION",,,,"42820","13","HIDALGO","076","Tula de Allende","0008","El Llano","0468","009",,,,"Fijo","20.06858009","-99.31999205","2019-11"
"1531026","13077722219001171000000000U4","BARBACOA DON AGUS",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","AVENIDA","DEL TRABAJO","CALLE","7 DE FEBRERO","CALLE","16 DE SEPTIEMBRE","AVENIDA","21 DE MARZO NORTE","200",,,,,,"COLONIA","CENTRO",,,,"43600","13","HIDALGO","077","Tulancingo de Bravo","0001","Tulancingo","008A","021",,,,"Fijo","20.08454809","-98.36362214","2010-07"
"7789181","13003722513001401000000000U7","BARBACOA DON BETO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","CARRIZAL",,"ESQUINA AV. EJERCITO CONSTITUCIONALISTA",,"ESQUINA EJERCITO CONSTITUCIONALISTA","PRIVADA","NINGUNO","0","SN",,,"0",,"MANZANA","MANZANA CHICA",,,,"42613","13","HIDALGO","003","Actopan","0014","El Huaxtho","0387","014","77221657565",,,"Fijo","20.25241852","-98.95935412","2019-11"
"8032729","13009722513000251000000000U4","BARBACOA DON BETO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","NINGUNO","CARRETERA","MEXICO LAREDO","CALLE","NINGUNO","CERRADA","NINGUNO",,"SN",,,,,"MANZANA","LA CAPILLA 004",,,,"42680","13","HIDALGO","009","El Arenal","0001","El Arenal","0126","004","7721585007",,,"Fijo","20.23388325","-98.92226344","2019-11"
"1609963","13050722219000512000000000U7","BARBACOA DON BUYO",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","AQUILES SERDAN","CALLE","PLAZA CONSTITUCION","CALLE","REVOLUCION","CALLE","FERROCARRIL NORTE",,"SN","MERCADO PUBLICO","PLANTA BAJA",,,"COLONIA","CENTRO","MERCADO PUBLICO","MERCADO PROGRESO","51","42730","13","HIDALGO","050","Progreso de Obregón","0001","Progreso de Obregón","0048","014",,,,"Fijo","20.24779054","-99.18897593","2014-12"
"1520127","13039722219000031000000000U1","BARBACOA DON CARLOS",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","AVENIDA","MIGUEL HIDALGO","CALLE","ITURBIDE","CALLE","J MANUEL DELGADO DIAZ","CALLE","ITURBIDE","7",,"EDIFICIO SIN NOMBRE","PISO 1","14","0","COLONIA","CEENTRO","EDIFICIO COMERCIAL Y DE SERVICIOS","CENTRO ARTESANAL Y GASTRONOMICO CARLOS MARTINEZ BALMORI","14 - 0","42130","13","HIDALGO","039","Mineral del Monte","0001","Mineral del Monte","0106","018","7721242568",,,"Fijo","20.14002464","-98.6723131","2014-12"
"1563714","13076722513000101000000000U0","BARBACOA DON CARLOS",,"722513","Restaurantes con servicio de preparación de antojitos","0 a 5 personas","CALLE","MORELOS","CALLE","HIDALGO","CALLE","5 DE MAYO","CALLE","5 DE MAYO",,"SN",,,,,"COLONIA","CENTRO TULA DE ALLENDE",,,,"42800","13","HIDALGO","076","Tula de Allende","0001","Tula de Allende","0379","017",,,,"Semifijo","20.05395782","-99.34306239","2014-12"
